,Institution ID,Legal Name,Popular Name,SED Code,INST Type Code,INST Type Description,INST Sub Type Code,INST Sub Type Description,County Code,County Description,Physical Address Line1,Physical Address Line2,Physical City,Physical State Code,Physical Zipcd5,Mailing Address Line1,Mailing Address Line2,Mailing City,Mailing State Code,Mailing Zipcd5,CEO Salutation,CEO FName,CEO LName,CEO Title,CEO email,CEO Phone,CEO Phone Extension,Grade Organization Code,Grade Organization Description,Grade Pre-K,Grade Half K,Grade Full K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade Ungraded Elementary,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Grade Ungraded Secondary
1029,-800000060380,URBAN ASSEMBLY SCHOOL FOR LEADERSHIP AND EMPOWERMENT,URBAN ASSEMBLY SCHL-LEADER-EMPOWER,332000011609,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,33,KINGS,4200 16TH AVE,,BROOKLYN,NY,11204,4200 16TH AVE,,BROOKLYN,NY,11204,MS.,NATALIE,JUFER,PRINCIPAL,njufer@schools.nyc.gov,(718)438-3893,,4,Junior-Senior High,,,,,,,,,Y,,Y,Y,Y,Y,Y,Y,Y
1030,-800000044337,SAINT ANSELM CATHOLIC ACADEMY,ST ANSELM CATHOLIC ACADEMY,332000126013,14,NON-PUBLIC SCHOOLS,9,ROMAN CATHOLIC - BROOKLYN DIOCESE,33,KINGS,365 83RD ST,,BROOKLYN,NY,11209,365 83RD ST,,BROOKLYN,NY,11209,MR.,KEVIN,FLANAGAN,PRINCIPAL,kflanagan@diobrook.org,(718)745-7643,,1,Elementary,Y,,Y,Y,Y,Y,Y,Y,Y,,Y,Y,,,,,
1031,-800000044338,SAINT BERNADETTE CATHOLIC ACADEMY,ST BERNADETTE CATHOLIC ACADEMY,332000126020,14,NON-PUBLIC SCHOOLS,9,ROMAN CATHOLIC - BROOKLYN DIOCESE,33,KINGS,1313 83RD ST,,BROOKLYN,NY,11228,1313 83RD ST,,BROOKLYN,NY,11228,SISTER,JOAN,DIRIENZO,PRINCIPAL,principal@stbernbk.org,(718)236-1560,,1,Elementary,Y,,Y,Y,Y,Y,Y,Y,Y,,Y,Y,,,,,
1032,-800000044339,SAINT EPHREM CATHOLIC ACADEMY,ST EPHREM CATHOLIC ACADEMY,332000126035,14,NON-PUBLIC SCHOOLS,9,ROMAN CATHOLIC - BROOKLYN DIOCESE,33,KINGS,924 74TH ST,,BROOKLYN,NY,11228,924 74TH ST,,BROOKLYN,NY,11228,MR.,CRAIG,MERCADO,PRINCIPAL,cmercado@stephremschool.org,(718)833-1440,,1,Elementary,Y,,Y,Y,Y,Y,Y,Y,Y,,Y,Y,,,,,
1033,-800000044341,FONTBONNE HALL ACADEMY,FONTBONNE HALL ACADEMY,332000126038,14,NON-PUBLIC SCHOOLS,9,ROMAN CATHOLIC - BROOKLYN DIOCESE,33,KINGS,9901 SHORE RD,,BROOKLYN,NY,11209,9901 SHORE RD,,BROOKLYN,NY,11209,MS.,MARY ANN,SPICIJARIC,PRINCIPAL,spicijaric@fontbonne.org,(718)748-2244,1104,5,Senior High,,,,,,,,,,,,,Y,Y,Y,Y,
1034,-800000044344,OUR LADY OF PERPETUAL HELP CATHOLIC ACADEMY OF BROOKLYN,OUR LADY OF PERPETUAL HELP CATHOLIC,332000126106,14,NON-PUBLIC SCHOOLS,9,ROMAN CATHOLIC - BROOKLYN DIOCESE,33,KINGS,5902 6TH AVE,,BROOKLYN,NY,11220,5902 6TH AVE,,BROOKLYN,NY,11220,MRS.,MARGARET,TYNDALL,PRINCIPAL,mtyndall@olphcab.org,(718)439-8067,,1,Elementary,Y,,Y,Y,Y,Y,Y,Y,Y,,Y,Y,,,,,
1035,-800000044345,SAINT PATRICK CATHOLIC ACADEMY,ST PATRICK CATHOLIC ACADEMY,332000126112,14,NON-PUBLIC SCHOOLS,9,ROMAN CATHOLIC - BROOKLYN DIOCESE,33,KINGS,401 97TH ST,,BROOKLYN,NY,11209,401 97TH ST,,BROOKLYN,NY,11209,MS.,KATHLEEN,CURATOLO,PRINCIPAL,kcuratolo@stpatrickca.org,(718)833-0124,,1,Elementary,Y,,Y,Y,Y,Y,Y,Y,Y,,Y,Y,,,,,
1036,-800000044334,VISITATION ACADEMY,VISITATION ACADEMY,332000126140,14,NON-PUBLIC SCHOOLS,9,ROMAN CATHOLIC - BROOKLYN DIOCESE,33,KINGS,8902 RIDGE BLVD,,BROOKLYN,NY,11209,8902 RIDGE BLVD,,BROOKLYN,NY,11209,MRS.,JEAN,BERNIERI,PRINCIPAL,jbernieri@visitationacademy.net,(718)680-9452,,1,Elementary,Y,,Y,Y,Y,Y,Y,Y,Y,,Y,Y,,,,,
1037,-800000044336,XAVERIAN HIGH SCHOOL,XAVERIAN HIGH SCHOOL,332000126142,14,NON-PUBLIC SCHOOLS,9,ROMAN CATHOLIC - BROOKLYN DIOCESE,33,KINGS,7100 SHORE RD,,BROOKLYN,NY,11209,7100 SHORE RD,,BROOKLYN,NY,11209,MR.,ROBERT,ALESI,PRESIDENT,ralesi@xaverian.org,(718)836-7100,115,4,Junior-Senior High,,,,,,,,,Y,,Y,Y,Y,Y,Y,Y,
1038,-800000044308,BETH JACOB HIGH SCHOOL,BETH JACOB HIGH SCHOOL,332000206898,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,4420 15TH AVE,,BROOKLYN,NY,11219,4420 15TH AVE,,BROOKLYN,NY,11219,MRS.,B,NEKRITZ,PRINCIPAL,bnekritz@yahoo.com,(718)851-2255,,5,Senior High,,,,,,,,,,,,,Y,Y,Y,Y,
1039,-800000044310,UNITED TALMUDICAL ACADEMY OF BORO PARK,BAIS ROCHEL SCHOOL OF BORO PARK,332000207910,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,5301 14TH AVE,,BROOKLYN,NY,11219,5301 14TH AVE,,BROOKLYN,NY,11219,MRS.,MINDI,MARGULIES,PRINCIPAL,utaboropark5301@aol.com,(718)438-7822,235,6,K-12,,,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,
1040,-800000044429,SEEALL ACADEMY (THE),SEEALL ACADEMY (THE),332000010180,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,33,KINGS,5601 16TH AVE,,BROOKLYN,NY,11204,5601 16TH AVE,,BROOKLYN,NY,11204,MR.,ANGELO,SACCO,PRINCIPAL,asacco@schools.nyc.gov,(718)851-8070,,1,Elementary,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
1041,-800000044430,PS 185 WALTER KASSENBROCK,PS 185 WALTER KASSENBROCK,332000010185,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,33,KINGS,8601 RIDGE BLVD,,BROOKLYN,NY,11209,8601 RIDGE BLVD,,BROOKLYN,NY,11209,MS.,RENA,GOUDELIAS,PRINCIPAL,rgoudel@schools.nyc.gov,(718)745-6615,,1,Elementary,,,Y,Y,Y,Y,Y,Y,,,,,,,,,
1042,-800000044431,PS 186 DR IRVING A GLADSTONE,PS 186 DR IRVING A GLADSTONE,332000010186,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,33,KINGS,7601 19TH AVE,,BROOKLYN,NY,11214,7601 19TH AVE,,BROOKLYN,NY,11214,MS.,BAYAN,CADOTTE,PRINCIPAL,bcadotte@schools.nyc.gov,(718)236-7071,,1,Elementary,,,Y,Y,Y,Y,Y,Y,,,,,,,,,
1043,-800000044432,IS 187 CHRISTA MCAULIFFE SCHOOL (THE),IS 187 CHRISTA MCAULIFFE SCHOOL (THE,332000010187,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,33,KINGS,1171 65TH ST,,BROOKLYN,NY,11219,1171 65TH ST,,BROOKLYN,NY,11219,MR.,JUSTIN,BERMAN,PRINCIPAL,jberman3@schools.nyc.gov,(718)236-3394,,2,Middle,,,,,,,,,Y,Y,Y,Y,,,,,Y
1044,-800000044415,PS 192 MAGNET SCHOOL FOR MATH AND SCIENCE INQUIRY (THE),PS 192 MAGNET SCHOOL-MATH AND SCI,332000010192,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,33,KINGS,4715 18TH AVE,,BROOKLYN,NY,11204,4715 18TH AVE,,BROOKLYN,NY,11204,MR.,COLBY,MUSCARELLE,PRINCIPAL,cmuscarelle@schools.nyc.gov,(718)633-3061,,1,Elementary,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
1045,-800000044416,PS 200 BENSON SCHOOL,PS 200 BENSON SCHOOL,332000010200,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,33,KINGS,1940 BENSON AVE,,BROOKLYN,NY,11214,1940 BENSON AVE,,BROOKLYN,NY,11214,MR.,JAVIER,MUNIZ,PRINCIPAL,jmuniz@schools.nyc.gov,(718)236-5466,,1,Elementary,Y,,Y,Y,Y,Y,Y,Y,,Y,,,,,,,
1046,-800000044400,JHS 201 DYKER HEIGHTS (THE),JHS 201 DYKER HEIGHTS (THE),332000010201,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,33,KINGS,8010 12TH AVE,,BROOKLYN,NY,11228,8010 12TH AVE,,BROOKLYN,NY,11228,MR.,ROBERT,CIULLA,PRINCIPAL,rciulla@schools.nyc.gov,(718)833-9363,,2,Middle,,,,,,,,,Y,,Y,Y,,,,,
1047,-800000044401,PS 204 VINCE LOMBARDI,PS 204 VINCE LOMBARDI,332000010204,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,33,KINGS,8101 15TH AVE,,BROOKLYN,NY,11228,8101 15TH AVE,,BROOKLYN,NY,11228,MS.,ROSEANN,SAINATO,PRINCIPAL,rsainato@schools.nyc.gov,(718)236-2906,,1,Elementary,Y,,Y,Y,Y,Y,Y,Y,,Y,,,,,,,
1048,-800000044402,PS 205 CLARION,PS 205 CLARION,332000010205,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,33,KINGS,6701 20TH AVE,,BROOKLYN,NY,11204,6701 20TH AVE,,BROOKLYN,NY,11204,MS.,FEIGA,MANDEL,PRINCIPAL,fmandel3@schools.nyc.gov,(718)236-2380,,1,Elementary,Y,,Y,Y,Y,Y,Y,Y,,Y,,,,,,,
1049,-800000044403,JHS 220 JOHN J PERSHING,JHS 220 JOHN J PERSHING,332000010220,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,33,KINGS,4812 9TH AVE,,BROOKLYN,NY,11220,4812 9TH AVE,,BROOKLYN,NY,11220,MR.,SHELDON,DEMPSTER,PRINCIPAL,sdempster@schools.nyc.gov,(718)633-8200,,2,Middle,,,,,,,,,Y,Y,Y,Y,,,,,Y
1050,-800000044404,JHS 223 MONTAUK (THE),JHS 223 MONTAUK (THE),332000010223,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,33,KINGS,4200 16TH AVE,,BROOKLYN,NY,11204,4200 16TH AVE,,BROOKLYN,NY,11204,MR.,ANDREW,FRANK,PRINCIPAL,afrank2@schools.nyc.gov,(718)438-0155,,2,Middle,,,,,,,,,Y,Y,Y,Y,,,,,
1051,-800000044384,JHS 227 EDWARD B SHALLOW,JHS 227 EDWARD B SHALLOW,332000010227,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,33,KINGS,6500 16TH AVE,,BROOKLYN,NY,11204,6500 16TH AVE,,BROOKLYN,NY,11204,DR.,EDWIN,HERNANDEZ,PRINCIPAL,ehernan13@schools.nyc.gov,(718)256-8218,,2,Middle,,,,,,,,,Y,,Y,Y,,,,,
1052,-800000044385,PS 229 DYKER,PS 229 DYKER,332000010229,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,33,KINGS,1400 BENSON AVE,,BROOKLYN,NY,11228,1400 BENSON AVE,,BROOKLYN,NY,11228,MR.,WILLIAM,KIRK,PRINCIPAL,wkirk@schools.nyc.gov,(718)236-5447,,1,Elementary,Y,,Y,Y,Y,Y,Y,Y,Y,,Y,Y,,,,,
1053,-800000044386,PS 247,PS 247,332000010247,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,33,KINGS,7000 21ST AVE,,BROOKLYN,NY,11204,7000 21ST AVE,,BROOKLYN,NY,11204,MR.,CHRISTOPHER,OGNO,PRINCIPAL,cogno@schools.nyc.gov,(718)236-4205,,1,Elementary,,,Y,Y,Y,Y,Y,Y,,Y,,,,,,,
1054,-800000044387,JHS 259 WILLIAM MCKINLEY,JHS 259 WILLIAM MCKINLEY,332000010259,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,33,KINGS,7301 FT HAMILTON PKWY,,BROOKLYN,NY,11228,7301 FT HAMILTON PKWY,,BROOKLYN,NY,11228,MS.,JANICE,GEARY,PRINCIPAL,jgeary@schools.nyc.gov,(718)833-1000,,2,Middle,,,,,,,,,Y,,Y,Y,,,,,Y
1055,-800000069151,PS 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS,PS 264 BAY RIDGE ELEMENTARY-ARTS,332000010264,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,33,KINGS,371 89TH ST,,BROOKLYN,NY,11209,371 89TH ST,,BROOKLYN,NY,11209,MS.,MARISA,BOLOGNINO,PRINCIPAL,mbologn@schools.nyc.gov,(718)630-1650,,1,Elementary,,,Y,Y,Y,Y,Y,Y,,,,,,,,,
1056,-800000069152,SCHOOL FOR FUTURE LEADERS (THE),SCHOOL FOR FUTURE LEADERS (THE),332000010310,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,33,KINGS,942 62ND ST,,BROOKLYN,NY,11219,942 62ND ST,,BROOKLYN,NY,11219,MR.,YUQING,HONG,PRINCIPAL,yhong@schools.nyc.gov,(718)491-7670,,1,Elementary,,,Y,Y,Y,Y,Y,Y,,,,,,,,,
1057,-800000059636,PS 503 SCHOOL OF DISCOVERY (THE),PS 503 SCHOOL OF DISCOVERY (THE),332000010503,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,33,KINGS,330 59TH ST,,BROOKLYN,NY,11220,330 59TH ST,,BROOKLYN,NY,11220,MS.,NINA,DEMOS,PRINCIPAL,ndemos@schools.nyc.gov,(718)439-5962,,1,Elementary,,,Y,Y,Y,Y,Y,Y,,,,,,,,,
1058,-800000059637,PS 506 SCHOOL OF JOURNALISM AND TECHNOLOGY (THE),PS 506 JOURNALISM AND TECHNOLOGY,332000010506,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,33,KINGS,330 59TH ST,,BROOKLYN,NY,11220,330 59TH ST,,BROOKLYN,NY,11220,MS.,DANA,PARENTINI,PRINCIPAL,dparentini@schools.nyc.gov,(718)492-0087,,1,Elementary,,,Y,Y,Y,Y,Y,Y,,,,,,,,,
1059,-800000065490,ACADEMY OF TALENTED SCHOLARS (THE),ACADEMY OF TALENTED SCHOLARS (THE),332000010682,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,33,KINGS,50 AVE P,,BROOKLYN,NY,11218,50 AVE P,,BROOKLYN,NY,11218,MS.,JOSEPHIN,SPORTELLA-GIUSTO,PRINCIPAL,jsportellagiusto@schools.nyc.gov,(718)621-2730,,1,Elementary,,,Y,Y,Y,Y,Y,Y,,,,,,,,,
1060,-800000070171,ACHIEVEMENT FIRST ASPIRE CHARTER SCHOOL,ACHIEVEMENT FIRST ASPIRE CHARTER,331900860993,17,PUBLIC SCHOOLS,11,CHARTER SCHOOL,33,KINGS,982 HEGEMAN AVE,,BROOKLYN,NY,11208,982 HEGEMAN AVE,,BROOKLYN,NY,11208,MR.,JORDAN,HARDY,CHARTER SCHOOL LEADER,jordanhardy@achievementfirst.org,(330)714-1605,,1,Elementary,,,Y,Y,Y,Y,Y,Y,Y,,Y,Y,,,,,Y
1061,-800000082486,COLLEGIATE ACADEMY FOR MATHEMATICS AND PERSONAL AWARENESS CHARTER SCHOOL,COLLEGIATE ACADEMY-MATH-PERSONAL AWA,331900861065,17,PUBLIC SCHOOLS,11,CHARTER SCHOOL,33,KINGS,1962-84 LINDEN BLVD,,BROOKLYN,NY,11207,1962-84 LINDEN BLVD,,BROOKLYN,NY,11207,MR.,GEORGE,LEONARD,CHARTER SCHOOL LEADER,gleonard@campacharter.org,(347)619-6800,,2,Middle,,,,,,,,,Y,,Y,Y,,,,,
1062,-800000082611,ACHIEVEMENT FIRST LINDEN CHARTER SCHOOL,ACHIEVEMENT FIRST LINDEN CHARTER SCH,331900861072,17,PUBLIC SCHOOLS,11,CHARTER SCHOOL,33,KINGS,800 VAN SICLEN AVE,,BROOKLYN,NY,11207,800 VAN SICLEN AVE,,BROOKLYN,NY,11207,MS.,ASHLEY,BAEZ,CHARTER SCHOOL LEADER,ashleybaez@achievementfirst.org,(347)471-2703,,1,Elementary,,,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,
1063,-800000089574,CYPRESS HILLS ASCEND CHARTER SCHOOL,CYPRESS HILLS ASCEND CHARTER,331900861131,17,PUBLIC SCHOOLS,11,CHARTER SCHOOL,33,KINGS,396 GRANT AVE,,BROOKLYN,NY,11208,205 ROCKAWAY PKWY,,BROOKLYN,NY,11212,MS.,LISSETTE,ROMAN,CHARTER SCHOOL LEADER,lissette.roman@ascendlearning.org,(646)644-1714,,1,Elementary,,,Y,Y,Y,Y,,,,,,,,,,,
1064,-800000089575,EAST BROOKLYN ASCEND CHARTER SCHOOL (EBACS),EAST BROOKLYN ASCEND CHARTER,331900861132,17,PUBLIC SCHOOLS,11,CHARTER SCHOOL,33,KINGS,260 SHEPHERD AVE,,BROOKLYN,NY,11208,260 SHEPHERD AVE,,BROOKLYN,NY,11208,MS.,LISSETTE,ROMAN,CHARTER SCHOOL LEADER,lissette.roman@ascendlearning.org,(646)644-1714,,1,Elementary,,,Y,Y,,,,,,Y,,,,,,,
1065,-800000044423,PS/IS 30 MARY WHITE OVINGTON,PS/IS 30 MARY WHITE OVINGTON,332000010030,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,33,KINGS,7002 4TH AVE,,BROOKLYN,NY,11209,7002 4TH AVE,,BROOKLYN,NY,11209,MS.,CAROL,HEERAMAN,PRINCIPAL,cheeraman@schools.nyc.gov,(718)491-8440,,1,Elementary,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,Y
1066,-800000044424,PS 48 MAPLETON,PS 48 MAPLETON,332000010048,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,33,KINGS,6015 18TH AVE,,BROOKLYN,NY,11204,6015 18TH AVE,,BROOKLYN,NY,11204,MS.,DIANE,PICUCCI,PRINCIPAL,dpicucc@schools.nyc.gov,(718)232-3873,,1,Elementary,Y,,Y,Y,Y,Y,Y,Y,,Y,,,,,,,
1067,-800000044425,JHS 62 DITMAS,JHS 62 DITMAS,332000010062,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,33,KINGS,700 CORTELYOU RD,,BROOKLYN,NY,11218,700 CORTELYOU RD,,BROOKLYN,NY,11218,MS.,MARIELENA,CIPRIANO SANTIAG,PRINCIPAL,mcipria2@schools.nyc.gov,(718)941-5450,,2,Middle,,,,,,,,,Y,Y,Y,Y,,,,,Y
1068,-800000056109,PS 69 VINCENT D GRIPPO SCHOOL,PS 69 VINCENT D GRIPPO SCHOOL,332000010069,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,33,KINGS,6302 9TH AVE,,BROOKLYN,NY,11220,6302 9TH AVE,,BROOKLYN,NY,11220,MS.,JAYNEMARIE,CAPETANAKIS,PRINCIPAL,jcapeta2@schools.nyc.gov,(718)630-3899,,1,Elementary,,,Y,Y,Y,Y,Y,Y,,,,,,,,,
1069,-800000044426,PS 102 BAYVIEW (THE),PS 102 BAYVIEW (THE),332000010102,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,33,KINGS,211 72ND ST,,BROOKLYN,NY,11209,211 72ND ST,,BROOKLYN,NY,11209,MS.,CORNELIA,SICHENZE,PRINCIPAL,csichen@schools.nyc.gov,(718)748-7404,,1,Elementary,,,Y,Y,Y,Y,Y,Y,,Y,,,,,,,
1070,-800000044444,PS/IS 104 FORT HAMILTON SCHOOL (THE),PS/IS 104 FORT HAMILTON SCHOOL (THE),332000010104,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,33,KINGS,9115 5TH AVE,,BROOKLYN,NY,11209,9115 5TH AVE,,BROOKLYN,NY,11209,MS.,SUZANNE,GORDON,PRINCIPAL,sgordon7@schools.nyc.gov,(718)836-4630,,1,Elementary,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,Y
1071,-800000044445,PS 105 BLYTHEBOURNE (THE),PS 105 BLYTHEBOURNE (THE),332000010105,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,33,KINGS,1031 59TH ST,,BROOKLYN,NY,11219,1031 59TH ST,,BROOKLYN,NY,11219,MS.,JOHANNA,CASTRONOVO,PRINCIPAL,jcastro2@schools.nyc.gov,(718)438-3230,,1,Elementary,,,Y,Y,Y,Y,Y,Y,,Y,,,,,,,
1072,-800000044446,PS 112 LEFFERTS PARK,PS 112 LEFFERTS PARK,332000010112,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,33,KINGS,7115 15TH AVE,,BROOKLYN,NY,11228,7115 15TH AVE,,BROOKLYN,NY,11228,MS.,LOUISE,ALFANO,PRINCIPAL,lverdem@schools.nyc.gov,(718)232-0685,,1,Elementary,Y,,Y,Y,Y,Y,Y,Y,,,,,,,,,
1073,-800000044447,PS 127 MCKINLEY PARK,PS 127 MCKINLEY PARK,332000010127,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,33,KINGS,7805 7TH AVE,,BROOKLYN,NY,11228,7805 7TH AVE,,BROOKLYN,NY,11228,MS.,AGATHA,ALICANDRO,PRINCIPAL,aalicandro@schools.nyc.gov,(718)833-2323,,1,Elementary,,,Y,Y,Y,Y,Y,Y,,,,,,,,,
1074,-800000044448,PS 160 WILLIAM T SAMPSON,PS 160 WILLIAM T SAMPSON,332000010160,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,33,KINGS,5105 FORT HAMILTON PKWY,,BROOKLYN,NY,11219,5105 FORT HAMILTON PKWY,,BROOKLYN,NY,11219,MS.,MARGARET,RUSSO,PRINCIPAL,mrusso@schools.nyc.gov,(718)438-0337,,1,Elementary,,,Y,Y,Y,Y,Y,Y,,Y,,,,,,,
1075,-800000044449,PS 163 BATH BEACH,PS 163 BATH BEACH,332000010163,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,33,KINGS,109 BAY 14TH ST,,BROOKLYN,NY,11214,109 BAY 14TH ST,,BROOKLYN,NY,11214,MR.,JARED,SHAPIRO,PRINCIPAL,jshapir14@schools.nyc.gov,(718)236-9003,,1,Elementary,,,Y,Y,Y,Y,Y,Y,Y,,Y,Y,,,,,
1076,-800000044405,PS 164 CAESAR RODNEY,PS 164 CAESAR RODNEY,332000010164,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,33,KINGS,4211 14TH AVE,,BROOKLYN,NY,11219,4211 14TH AVE,,BROOKLYN,NY,11219,MS.,ERICA,STEINBERG,PRINCIPAL,esteinberg@schools.nyc.gov,(718)854-4100,,1,Elementary,Y,,Y,Y,Y,Y,Y,Y,,Y,,,,,,,
1077,-800000044406,RALPH A FABRIZIO SCHOOL,RALPH A FABRIZIO SCHOOL,332000010170,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,33,KINGS,619 72ND ST,,BROOKLYN,NY,11209,619 72ND ST,,BROOKLYN,NY,11209,MR.,ZHEN,WU,PRINCIPAL,zwu@schools.nyc.gov,(718)491-8400,,1,Elementary,,,Y,Y,Y,Y,Y,Y,,Y,,,,,,,
1078,-800000044427,PS 176 OVINGTON,PS 176 OVINGTON,332000010176,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,33,KINGS,1225 69TH ST,,BROOKLYN,NY,11219,1225 69TH ST,,BROOKLYN,NY,11219,MS.,ELIZABETH,CULKIN,PRINCIPAL,eculkin@schools.nyc.gov,(718)236-7755,,1,Elementary,,,Y,Y,Y,Y,Y,Y,,Y,,,,,,,
1079,-800000044428,PS 179 KENSINGTON,PS 179 KENSINGTON,332000010179,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,33,KINGS,202 AVE C,,BROOKLYN,NY,11218,202 AVE C,,BROOKLYN,NY,11218,MS.,BERNEL,CONNELLY THOMAS,PRINCIPAL,bconnel@schools.nyc.gov,(718)438-4010,,1,Elementary,Y,,Y,Y,Y,Y,Y,Y,,Y,,,,,,,
1080,-800000043461,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,TRANSIT TECH CAREER AND TECH EDU,331900011615,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,33,KINGS,1 WELLS ST,,BROOKLYN,NY,11208,1 WELLS ST,,BROOKLYN,NY,11208,MR.,MARLON,BYNUM,PRINCIPAL,mbynum@schools.nyc.gov,(718)647-5204,,5,Senior High,,,,,,,,,,,,,Y,Y,Y,Y,Y
1081,-800000062328,ACADEMY OF INNOVATIVE TECHNOLOGY,ACADEMY OF INNOVATIVE TECHNOLOGY,331900011618,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,33,KINGS,999 JAMAICA AVE,,BROOKLYN,NY,11208,999 JAMAICA AVE,,BROOKLYN,NY,11208,MS.,MEGHAN,LYNCH,ACTING PRINCIPAL,mlynch4@schools.nyc.gov,(718)827-2469,,5,Senior High,,,,,,,,,,,,,Y,Y,Y,Y,
1082,-800000062339,BROOKLYN LAB SCHOOL,BROOKLYN LAB SCHOOL,331900011639,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,33,KINGS,999 JAMAICA AVE,,BROOKLYN,NY,11208,999 JAMAICA AVE,,BROOKLYN,NY,11208,MR.,GERARD,HENRY,PRINCIPAL,ghenry3@schools.nyc.gov,(718)235-3592,,5,Senior High,,,,,,,,,,,,,Y,Y,Y,Y,
1083,-800000062345,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,CYPRESS HILLS COLLEGIATE PREP SCHOOL,331900011659,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,33,KINGS,999 JAMAICA AVE,,BROOKLYN,NY,11208,999 JAMAICA AVE,,BROOKLYN,NY,11208,MS.,AMY,YAGER,PRINCIPAL,ayager@schools.nyc.gov,(718)647-1672,,5,Senior High,,,,,,,,,,,,,Y,Y,Y,Y,Y
1084,-800000043443,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,W H MAXWELL CAREER AND TECH HS,331900011660,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,33,KINGS,145 PENNSYLVANIA AVE,,BROOKLYN,NY,11207,145 PENNSYLVANIA AVE,,BROOKLYN,NY,11207,MS.,JOCELYN,BADETTE,PRINCIPAL,jbadett@schools.nyc.gov,(718)345-9100,,5,Senior High,,,,,,,,,,,,,Y,Y,Y,Y,Y
1085,-800000065489,SCHOOL FOR CLASSICS HIGH SCHOOL,SCHOOL FOR CLASSICS HIGH SCHOOL,331900011683,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,33,KINGS,370 FOUNTAIN AVE,,BROOKLYN,NY,11208,370 FOUNTAIN AVE,,BROOKLYN,NY,11208,MS.,NICOLE,TANCREDI,PRINCIPAL,ntancredi@schools.nyc.gov,(718)348-2979,,5,Senior High,,,,,,,,,,,,,Y,Y,Y,Y,Y
